"","True_LR","Pair.Name","Ligand","Ligand.Name","Receptor","Receptor.Name","complex_pair","source","target","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","sources","references","curation_effort","n_references","n_resources","annotation_strategy"
"393",TRUE,"Bdnf_Ngfr","Bdnf","brain derived neurotrophic factor","Ngfr","nerve growth factor receptor",NA,"P23560","P08138",1,1,0,1,1,0,"AlzPathway;Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","AlzPathway:9775403;Cellinker:19908279;connectomeDB2020:25354496",3,3,15,"both"
"394",TRUE,"Ntf3_Ngfr","Ntf3","neurotrophin 3","Ngfr","nerve growth factor receptor",NA,"P20783","P08138",1,1,0,1,1,0,"AlzPathway;Baccin2019;CellCall;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr","AlzPathway:9775403;CellTalkDB:20036257;connectomeDB2020:27434667",3,3,14,"both"
"395",TRUE,"Ntf5_Ngfr","Ntf5","neurotrophin 4","Ngfr","nerve growth factor receptor",NA,"P34130","P08138",1,1,0,1,1,0,"AlzPathway;Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr","AlzPathway:9775403;Baccin2019:7541633;CellTalkDB:7541633;Cellinker:7541633;HPRD:7541633;LRdb:7541633;connectomeDB2020:7541633",7,2,16,"both"
"396",TRUE,"Ngf_Ngfr","Ngf","nerve growth factor","Ngfr","nerve growth factor receptor",NA,"P01138","P08138",1,1,0,1,1,0,"AlzPathway;Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","AlzPathway:16893414;AlzPathway:9775403;Baccin2019:11114882;Baccin2019:14985763;CellTalkDB:11114882;Cellinker:11114882;Cellinker:14985763;Cellinker:24224055;DIP:1372492;DIP:1714587;DIP:2172988;DIP:3037029;Guide2Pharma:22227462;HPMR:11114882;HPRD:14985763;LRdb:11114882;LRdb:15;Lit-BM-17:11729324;Lit-BM-17:1372492;Lit-BM-17:14985763;Lit-BM-17:1714587;Lit-BM-17:2172988;Lit-BM-17:3037029;SIGNOR:10764727;SIGNOR:14699954;connectomeDB2020:11114882;connectomeDB2020:14985763;scConnect:22227462",28,14,22,"both"
"397",TRUE,"Tac1_Tacr1","Tac1","tachykinin precursor 1","Tacr1","tachykinin receptor 1",NA,"P20366","P25103",1,1,0,1,1,0,"Baccin2019;BioGRID;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:11786503;Baccin2019:12548712;Baccin2019:1311270;Baccin2019:15265501;Baccin2019:7557266;Baccin2019:8702757;Baccin2019:8985159;Baccin2019:9190866;BioGRID:8702757;CellTalkDB:7557266;Cellinker:11786503;Cellinker:12548712;Cellinker:1311270;Cellinker:15265501;Cellinker:7557266;Cellinker:8702757;Cellinker:8985159;Cellinker:9190866;Guide2Pharma:11786503;Guide2Pharma:1311270;Guide2Pharma:15265501;Guide2Pharma:8702757;Guide2Pharma:8985159;Guide2Pharma:9190866;HPRD:12548712;LRdb:11786503;LRdb:12548712;LRdb:1311270;LRdb:15265501;LRdb:7557266;LRdb:8702757;LRdb:8985159;LRdb:9190866;Lit-BM-17:11786503;Lit-BM-17:23597562;Lit-BM-17:8702757;connectomeDB2020:11786503;connectomeDB2020:12548712;connectomeDB2020:1311270;connectomeDB2020:15265501;connectomeDB2020:7557266;connectomeDB2020:8702757;connectomeDB2020:8985159;connectomeDB2020:9190866;scConnect:11786503;scConnect:1311270;scConnect:15265501;scConnect:8702757;scConnect:8985159;scConnect:9190866",50,9,16,"both"
"398",TRUE,"Tac2_Tacr1","Tac2","tachykinin precursor 3","Tacr1","tachykinin receptor 1",NA,"Q9UHF0","P25103",1,1,0,1,1,0,"Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:8925404;Cellinker:12727971;Cellinker:8925404;Cellinker:9190866;Guide2Pharma:9190866;HPRD:12727971;LRdb:12727971;LRdb:8925404;LRdb:9190866;connectomeDB2020:12727971;connectomeDB2020:8925404;connectomeDB2020:9190866",12,3,12,"both"
"399",TRUE,"Tac1_Tacr2","Tac1","tachykinin precursor 1","Tacr2","tachykinin receptor 2",NA,"P20366","P21452",1,1,0,1,1,0,"Baccin2019;BioGRID;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10189055;Baccin2019:11137709;Baccin2019:11786503;Baccin2019:12954451;Baccin2019:7682062;Baccin2019:7961636;Baccin2019:8925404;Baccin2019:9190866;BioGRID:7961636;CellTalkDB:12954451;Cellinker:10189055;Cellinker:11137709;Cellinker:11786503;Cellinker:12954451;Cellinker:7682062;Cellinker:7961636;Cellinker:9190866;Guide2Pharma:11137709;Guide2Pharma:11786503;Guide2Pharma:7682062;Guide2Pharma:9190866;HPMR:12954451;HPMR:7534932;HPRD:10189055;HPRD:7961636;LRdb:10189055;LRdb:11137709;LRdb:11786503;LRdb:12954451;LRdb:7682062;LRdb:7961636;LRdb:9190866;Lit-BM-17:11786503;Lit-BM-17:23597562;Lit-BM-17:7961636;SIGNOR:8925404;connectomeDB2020:10189055;connectomeDB2020:11137709;connectomeDB2020:11786503;connectomeDB2020:12954451;connectomeDB2020:7682062;connectomeDB2020:7961636;connectomeDB2020:9190866;scConnect:11137709;scConnect:11786503;scConnect:7682062;scConnect:9190866",47,10,17,"both"
"400",TRUE,"Tac2_Tacr2","Tac2","tachykinin precursor 3","Tacr2","tachykinin receptor 2",NA,"Q9UHF0","P21452",1,1,0,1,1,0,"Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:10189055;Baccin2019:7682062;Baccin2019:7961636;Baccin2019:8925404;Baccin2019:9190866;Cellinker:10189055;Cellinker:7682062;Cellinker:7961636;Cellinker:8925404;Cellinker:9190866;Guide2Pharma:7682062;Guide2Pharma:9190866;HPRD:10189055;HPRD:7961636;LRdb:10189055;LRdb:7682062;LRdb:7961636;LRdb:8925404;LRdb:9190866;connectomeDB2020:10189055;connectomeDB2020:7682062;connectomeDB2020:7961636;connectomeDB2020:8925404;connectomeDB2020:9190866",24,5,11,"both"
"401",TRUE,"Tac1_Tacr3","Tac1","tachykinin precursor 1","Tacr3","tachykinin receptor 3",NA,"P20366","P29371",1,1,0,1,1,0,"Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10189055;Baccin2019:10866201;Baccin2019:11226387;Baccin2019:1312036;Baccin2019:2176308;Baccin2019:7557266;Baccin2019:8990205;Baccin2019:9190866;Baccin2019:9272936;CellTalkDB:9272936;Cellinker:11226387;Cellinker:1312036;Cellinker:9190866;Cellinker:9272936;Guide2Pharma:11226387;Guide2Pharma:1312036;Guide2Pharma:9190866;HPRD:9272936;LRdb:11226387;LRdb:1312036;LRdb:9190866;LRdb:9272936;connectomeDB2020:11226387;connectomeDB2020:1312036;connectomeDB2020:9190866;connectomeDB2020:9272936;scConnect:11226387;scConnect:1312036;scConnect:9190866",29,9,13,"both"
"402",TRUE,"Tac2_Tacr3","Tac2","tachykinin precursor 3","Tacr3","tachykinin receptor 3",NA,"Q9UHF0","P29371",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:10189055;Baccin2019:10866201;Baccin2019:11226387;Baccin2019:1312036;Baccin2019:2176308;Baccin2019:7557266;Baccin2019:8990205;Baccin2019:9190866;CellTalkDB:11226387;Cellinker:10189055;Cellinker:10866201;Cellinker:11226387;Cellinker:1312036;Cellinker:2176308;Cellinker:7557266;Cellinker:8990205;Cellinker:9190866;Guide2Pharma:11226387;Guide2Pharma:1312036;Guide2Pharma:2176308;Guide2Pharma:9190866;HPRD:10189055;HPRD:10866201;HPRD:8990205;LRdb:10189055;LRdb:10866201;LRdb:11226387;LRdb:1312036;LRdb:2176308;LRdb:7557266;LRdb:8990205;LRdb:9190866;connectomeDB2020:10189055;connectomeDB2020:10866201;connectomeDB2020:11226387;connectomeDB2020:1312036;connectomeDB2020:2176308;connectomeDB2020:7557266;connectomeDB2020:8990205;connectomeDB2020:9190866",40,8,14,"both"
"403",TRUE,"Nms_Nmur1","Nms","neuromedin S","Nmur1","neuromedin U receptor 1",NA,"Q5H8A3","Q9HB89",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellChatDB:29288685;CellTalkDB:15635449;Cellinker:15635449;Cellinker:29288685;Guide2Pharma:15635449;HPRD:15635449;LRdb:15635449;SIGNOR:15635449;connectomeDB2020:15635449;scConnect:15635449",10,2,15,"both"
"404",TRUE,"Nmu_Nmur1","Nmu","neuromedin U","Nmur1","neuromedin U receptor 1",NA,"P48645","Q9HB89",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10811630;Baccin2019:10894543;Baccin2019:10899166;Baccin2019:15292653;Baccin2019:15331768;CellTalkDB:10894543;Cellinker:10811630;Cellinker:10894543;Cellinker:10899166;Cellinker:15292653;Cellinker:15331768;Guide2Pharma:10894543;Guide2Pharma:10899166;Guide2Pharma:15292653;Guide2Pharma:15331768;HPMR:10894543;HPRD:10811630;LRdb:10811630;LRdb:10894543;LRdb:10899166;LRdb:15292653;LRdb:15331768;connectomeDB2020:10811630;connectomeDB2020:10894543;connectomeDB2020:10899166;connectomeDB2020:15292653;connectomeDB2020:15331768;scConnect:10894543;scConnect:10899166;scConnect:15292653;scConnect:15331768",31,5,15,"both"
"405",TRUE,"Nms_Nmur2","Nms","neuromedin S","Nmur2","neuromedin U receptor 2",NA,"Q5H8A3","Q9GZQ4",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:1563544915635440;CellChatDB:29288685;CellTalkDB:15635449;Cellinker:15635449;Cellinker:29288685;Guide2Pharma:15635449;LRdb:15635449;SIGNOR:15635449;connectomeDB2020:15635449;scConnect:15635449",10,3,14,"both"
"406",TRUE,"Nmu_Nmur2","Nmu","neuromedin U","Nmur2","neuromedin U receptor 2",NA,"P48645","Q9GZQ4",1,1,0,1,1,0,"Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10887190;Baccin2019:10894543;Baccin2019:10899166;Baccin2019:15292653;Baccin2019:15331768;BioGRID:10887190;CellTalkDB:10894543;Cellinker:10887190;Cellinker:10894543;Cellinker:10899166;Cellinker:15292653;Cellinker:15331768;Guide2Pharma:10894543;Guide2Pharma:10899166;Guide2Pharma:15292653;Guide2Pharma:15331768;HPMR:10894543;HPRD:10887190;HPRD:10894543;HPRD:10899166;LRdb:10887190;LRdb:10894543;LRdb:10899166;LRdb:15292653;LRdb:15331768;connectomeDB2020:10887190;connectomeDB2020:10894543;connectomeDB2020:10899166;connectomeDB2020:15292653;connectomeDB2020:15331768;scConnect:10894543;scConnect:10899166;scConnect:15292653;scConnect:15331768",34,5,16,"both"
"407",TRUE,"Pnoc_Oprl1","Pnoc","prepronociceptin","Oprl1","opioid related nociceptin receptor 1",NA,"Q13519","P41146",1,1,0,1,1,0,"Baccin2019;BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10369464;Baccin2019:10692489;Baccin2019:11097863;Baccin2019:12070757;Baccin2019:12967935;Baccin2019:22827708;Baccin2019:7481766;Baccin2019:8849681;BioGRID:10692489;BioGRID:11097863;CellTalkDB:12967935;Cellinker:10369464;Cellinker:10692489;Cellinker:11097863;Cellinker:12070757;Cellinker:12967935;Cellinker:22827708;Cellinker:7481766;Cellinker:8849681;Guide2Pharma:10369464;Guide2Pharma:12070757;Guide2Pharma:9413015;HPMR:7481766;HPRD:10692489;HPRD:11097863;LRdb:10369464;LRdb:10692489;LRdb:11097863;LRdb:12070757;LRdb:12967935;LRdb:22827708;LRdb:7481766;LRdb:8849681;Lit-BM-17:10692489;Lit-BM-17:11097863;Lit-BM-17:23597562;connectomeDB2020:10369464;connectomeDB2020:10692489;connectomeDB2020:11097863;connectomeDB2020:12070757;connectomeDB2020:12967935;connectomeDB2020:22827708;connectomeDB2020:7481766;connectomeDB2020:8849681;scConnect:10369464;scConnect:12070757;scConnect:9353393;scConnect:9413015",48,11,16,"both"
"408",TRUE,"Npb_Npbwr1","Npb","neuropeptide B","Npbwr1","neuropeptides B and W receptor 1",NA,"Q8NG41","P48145",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:12118011;Baccin2019:12401809;CellTalkDB:12401809;Guide2Pharma:12118011;Guide2Pharma:12401809;HPMR:12401809;HPRD:12118011;HPRD:12401809;LRdb:12;LRdb:12401809;connectomeDB2020:12118011;connectomeDB2020:12401809;scConnect:12118011;scConnect:12401809",14,3,14,"both"
"409",TRUE,"Npw_Npbwr1","Npw","neuropeptide W","Npbwr1","neuropeptides B and W receptor 1",NA,"Q8N729","P48145",1,1,0,1,1,0,"CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellTalkDB:12130646;Guide2Pharma:12130646;HPRD:12130646;HPRD:12401809;LRdb:12130646;LRdb:12401809;connectomeDB2020:12130646;connectomeDB2020:12401809;scConnect:12130646",9,2,12,"both"
"412",TRUE,"Npff_Npffr1","Npff","neuropeptide FF-amide peptide precursor","Npffr1","neuropeptide FF receptor 1",NA,"O15130","Q9GZQ6",1,1,0,1,1,0,"CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellTalkDB:11024015;Cellinker:11024015;Cellinker:12242085;Cellinker:12421602;Cellinker:17011599;Guide2Pharma:12242085;Guide2Pharma:12421602;Guide2Pharma:17011599;HPRD:11024015;LRdb:11024015;LRdb:12242085;LRdb:12421602;LRdb:17011599;SIGNOR:11024015;connectomeDB2020:11024015;connectomeDB2020:12242085;connectomeDB2020:12421602;connectomeDB2020:17011599;scConnect:12242085;scConnect:12421602;scConnect:17011599",21,4,13,"both"
"413",TRUE,"Npvf_Npffr1","Npvf","neuropeptide VF precursor","Npffr1","neuropeptide FF receptor 1",NA,"Q9HCQ7","Q9GZQ6",1,1,0,1,1,0,"CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellChatDB:29106375;CellTalkDB:11024015;Cellinker:11024015;Cellinker:12242085;Cellinker:12421602;Cellinker:17337079;Cellinker:29106375;Guide2Pharma:12242085;Guide2Pharma:12421602;Guide2Pharma:17337079;HPMR:11024015;LRdb:11024015;LRdb:12242085;LRdb:12421602;LRdb:17337079;connectomeDB2020:11024015;connectomeDB2020:12242085;connectomeDB2020:12421602;connectomeDB2020:17337079;scConnect:12242085;scConnect:12421602;scConnect:17337079",22,5,13,"both"
"414",TRUE,"Npff_Npffr2","Npff","neuropeptide FF-amide peptide precursor","Npffr2","neuropeptide FF receptor 2",NA,"O15130","Q9Y5X5",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10851242;Baccin2019:11024015;Baccin2019:11325787;Baccin2019:12421602;Baccin2019:12609745;CellTalkDB:11024015;Cellinker:10851242;Cellinker:11024015;Cellinker:11325787;Cellinker:12421602;Cellinker:12609745;Guide2Pharma:11325787;Guide2Pharma:12421602;HPMR:11024015;HPRD:10851242;HPRD:12609745;LRdb:10851242;LRdb:11024015;LRdb:11325787;LRdb:12421602;LRdb:12609745;SIGNOR:11024015;connectomeDB2020:10851242;connectomeDB2020:11024015;connectomeDB2020:11325787;connectomeDB2020:12421602;connectomeDB2020:12609745;scConnect:11325787;scConnect:12421602",29,5,15,"both"
"415",TRUE,"Nps_Npsr1","Nps","neuropeptide S","Npsr1","neuropeptide S receptor 1",NA,"P0C0P6","Q6W5P4",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:1531264815312640;CellChatDB:19732772;CellTalkDB:15312648;Cellinker:15312648;Cellinker:19732772;Guide2Pharma:15312648;HPMR:15312648;LRdb:15312648;connectomeDB2020:15312648;scConnect:15312648",10,3,14,"both"
"416",TRUE,"Nts_Ntsr1","Nts","neurotensin","Ntsr1","neurotensin receptor 1",NA,"P30990","P30989",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10930533;Baccin2019:11559354;Baccin2019:11723247;Baccin2019:11811984;Baccin2019:1331689;Baccin2019:16087676;Baccin2019:1694443;CellTalkDB:11811984;Cellinker:10930533;Cellinker:11559354;Cellinker:11723247;Cellinker:11811984;Cellinker:1331689;Cellinker:16087676;Cellinker:1694443;DIP:17620610;Guide2Pharma:10930533;Guide2Pharma:11723247;Guide2Pharma:11811984;HPMR:1694443;HPRD:11559354;HPRD:16087676;LRdb:10930533;LRdb:11559354;LRdb:11723247;LRdb:11811984;LRdb:1331689;LRdb:16087676;LRdb:1694443;Lit-BM-17:11559354;Lit-BM-17:23597562;SIGNOR:1331689;connectomeDB2020:10930533;connectomeDB2020:11559354;connectomeDB2020:11723247;connectomeDB2020:11811984;connectomeDB2020:1331689;connectomeDB2020:16087676;connectomeDB2020:1694443;scConnect:10930533;scConnect:11723247;scConnect:11811984",42,9,19,"both"
"417",TRUE,"Nts_Ntsr2","Nts","neurotensin","Ntsr2","neurotensin receptor 2",NA,"P30990","O95665",1,1,1,1,1,0,"Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:11723247;Baccin2019:11801734;Baccin2019:16087676;Baccin2019:9851594;CellTalkDB:11723247;Cellinker:11723247;Cellinker:11801734;Cellinker:16087676;Cellinker:9851594;Guide2Pharma:11723247;HPMR:9851594;HPRD:11801734;HPRD:16087676;LRdb:11723247;LRdb:11801734;LRdb:16087676;LRdb:9851594;SIGNOR:9851594;connectomeDB2020:11723247;connectomeDB2020:11801734;connectomeDB2020:16087676;connectomeDB2020:9851594;scConnect:11723247",23,4,16,"both"
